,0
2893,100
2894,50
2895,1000000000
2896,5
2897,100
2898,50
2899,6
2900,90
2901,20
2902,100
2903,9
2904,14
2905,13
2906,70
2907,7
2908,8
2909,1000
2910,12
2911,11
2912,1000
2913,10
2914,9
2915,3
2916,12
2917,15
2918,1
2919,1000
2920,80
2921,80
2922,3
2923,12
2924,18
2925,9
2926,2
2927,90
2928,1000
2929,18
2930,4
2931,50
2932,100
2933,3
2934,10
2935,1
2936,1
2937,50
2938,14
2939,7
2940,100
2941,4
2942,14
2943,16
2944,30
2945,1000
2946,15
2947,90
2948,5
2949,60
2950,30
2951,8
2952,7
2953,15
2954,10
2955,18
2956,14
2957,1000
2958,2
2959,60
2960,10
2961,18
2962,19
2963,100
2964,3
2965,20
2966,13
2967,18
2968,0
2969,80
2970,60
2971,1000
2972,2
2973,1000
2974,3
2975,1000
2976,5
2977,10
2978,6
2979,6
2980,1000000000
2981,1
2982,1000000000
2983,5
2984,2
2985,7
2986,17
2987,0
2988,1000000
2989,1000
2990,11
2991,20
2992,12
2993,5
2994,10
2995,1000000000
2996,80
2997,13
2998,17
2999,12
3000,40
3001,20
3002,90
3003,17
3004,1
3005,0
3006,1000
3007,12
3008,100
3009,8
3010,40
3011,40
3012,7
3013,8
3014,7
3015,6
3016,6
3017,4
3018,1000
3019,30
3020,20
3021,14
3022,17
3023,70
3024,10
3025,13
3026,18
3027,1000
3028,1000000
3029,1000
3030,1
3031,14
3032,3
3033,20
3034,12
3035,13
3036,1000000
3037,100
3038,60
3039,40
3040,1
3041,80
3042,5
3043,10
3044,4
3045,19
3046,1
3047,4
3048,12
3049,60
3050,40
3051,20
3052,80
3053,7
3054,6
3055,40
3056,20
3057,20
3058,11
3059,1000000
3060,1000000000
3061,40
3062,8
3063,11
3064,13
3065,10
3066,1000000000
3067,2
3068,11
3069,17
3070,40
3071,6
3072,70
3073,90
3074,17
3075,17
3076,16
3077,1000000
3078,16
3079,1000000
3080,1
3081,60
3082,15
3083,70
3084,1000
3085,15
3086,17
3087,16
3088,30
3089,100
3090,4
3091,4
3092,4
3093,30
3094,1
3095,15
3096,9
3097,6
3098,30
3099,30
3100,60
3101,9
3102,12
3103,90
3104,8
3105,13
3106,80
3107,50
3108,1
3109,11
3110,19
3111,1
3112,1
3113,9
3114,12
3115,3
3116,7
3117,4
3118,4
3119,1000
3120,13
3121,8
3122,1000000000
3123,1000000
3124,7
3125,5
3126,1000000000
3127,90
3128,0
3129,1000000
3130,40
3131,1000000000
3132,9
3133,18
3134,1
3135,60
3136,50
3137,4
3138,2
3139,50
3140,9
3141,3
3142,1000000000
3143,9
3144,2
3145,90
3146,90
3147,30
3148,16
3149,40
3150,60
3151,7
3152,8
3153,11
3154,6
3155,1
3156,40
3157,20
3158,3
3159,19
3160,4
3161,100
3162,19
3163,1000000
3164,4
3165,15
3166,10
3167,4
3168,4
3169,8
3170,18
3171,1000000
3172,14
3173,100
3174,30
3175,16
3176,9
3177,1000000000
3178,50
3179,50
3180,7
3181,2
3182,18
3183,70
3184,3
3185,13
3186,100
3187,13
3188,6
3189,11
3190,1
3191,100
3192,20
3193,0
3194,70
3195,15
3196,60
3197,1
3198,7
3199,6
3200,0
3201,1000000
3202,0
3203,19
3204,8
3205,17
3206,6
3207,10
3208,4
3209,2
3210,30
3211,1000000
3212,6
3213,1000000000
3214,7
3215,19
3216,70
3217,4
3218,1
3219,50
3220,3
3221,1
3222,1000000000
3223,90
3224,1000000000
3225,80
3226,50
3227,7
3228,2
3229,1000000000
3230,3
3231,8
3232,6
3233,11
3234,19
3235,17
3236,100
3237,1000000
3238,1000000
3239,13
3240,90
3241,20
3242,1
3243,1000
3244,80
3245,17
3246,15
3247,19
3248,5
3249,15
3250,20
3251,17
3252,0
3253,80
3254,80
3255,7
3256,6
3257,18
3258,0
3259,10
3260,2
3261,30
3262,1000
3263,10
3264,6
3265,10
3266,7
3267,20
3268,8
3269,60
3270,3
3271,30
3272,2
3273,100
3274,7
3275,9
3276,40
3277,1000
3278,10
3279,9
3280,0
3281,100
3282,80
3283,40
3284,9
3285,17
3286,60
3287,11
3288,8
3289,1000000000
3290,4
3291,30
3292,1
3293,2
3294,17
3295,1000
3296,60
3297,11
3298,50
3299,90
3300,12
3301,7
3302,8
3303,60
3304,3
3305,1000000
3306,14
3307,2
3308,4
3309,60
3310,5
3311,0
3312,15
3313,60
3314,90
3315,1
3316,20
3317,14
3318,2
3319,15
3320,40
3321,19
3322,1000000
3323,9
3324,14
3325,40
3326,10
3327,70
3328,1000000000
3329,50
3330,60
3331,2
3332,4
3333,16
3334,40
3335,7
3336,0
3337,7
3338,0
3339,30
3340,7
3341,17
3342,6
3343,3
3344,19
3345,8
3346,11
3347,5
3348,19
3349,17
3350,13
3351,8
3352,9
3353,17
3354,13
3355,60
3356,7
3357,6
3358,12
3359,13
3360,6
3361,13
3362,1000000000
3363,5
3364,13
3365,15
3366,7
3367,1
3368,100
3369,2
3370,18
3371,50
3372,3
3373,14
3374,1000
3375,0
3376,60
3377,1000000000
3378,20
3379,3
3380,0
3381,18
3382,8
3383,50
3384,70
3385,90
3386,1000000000
3387,12
3388,40
3389,100
3390,1000
3391,9
3392,1
3393,1000000000
3394,8
3395,2
3396,3
3397,30
3398,17
3399,80
3400,3
3401,30
3402,70
3403,0
3404,10
3405,4
3406,5
3407,13
3408,80
3409,19
3410,12
3411,17
3412,1
3413,8
3414,10
3415,15
3416,50
3417,100
3418,10
3419,19
3420,16
3421,0
3422,1
3423,6
3424,19
3425,20
3426,0
3427,30
3428,60
3429,20
3430,15
3431,13
3432,90
3433,11
3434,50
3435,11
3436,8
3437,7
3438,8
3439,15
3440,100
3441,9
3442,19
3443,5
3444,4
3445,80
3446,100
3447,13
3448,10
3449,10
3450,8
3451,13
3452,17
3453,0
3454,7
3455,60
3456,70
3457,70
3458,7
3459,50
3460,6
3461,8
3462,19
3463,30
3464,5
3465,70
3466,30
3467,16
3468,100
3469,5
3470,2
3471,1000000000
3472,15
3473,11
3474,10
3475,80
3476,6
3477,1000000
3478,16
3479,1
3480,90
3481,5
3482,18
3483,90
3484,12
3485,30
3486,3
3487,9
3488,0
3489,1
3490,13
3491,80
3492,60
3493,5
3494,1
3495,60
3496,30
3497,6
3498,2
3499,90
3500,6
3501,15
3502,12
3503,3
3504,7
3505,15
3506,1000000
3507,19
3508,14
3509,15
3510,100
3511,0
3512,16
3513,30
3514,7
3515,9
3516,10
3517,3
3518,100
3519,90
3520,3
3521,70
3522,1000000000
3523,1
3524,60
3525,100
3526,0
3527,1000000
3528,3
3529,1000000
3530,60
3531,40
3532,70
3533,7
3534,9
3535,30
3536,18
3537,90
3538,90
3539,70
3540,10
3541,2
3542,9
3543,1
3544,17
3545,50
3546,6
3547,11
3548,15
3549,16
3550,9
3551,15
3552,50
3553,90
3554,90
3555,18
3556,4
3557,8
3558,13
3559,12
3560,5
3561,14
3562,60
3563,9
3564,1
3565,1000000000
3566,6
3567,70
3568,12
3569,18
3570,8
3571,80
3572,10
3573,16
3574,2
3575,13
3576,30
3577,14
3578,80
3579,0
3580,40
3581,70
3582,7
3583,13
3584,5
3585,70
3586,100
3587,40
3588,18
3589,90
3590,19
3591,50
3592,7
3593,90
3594,19
3595,14
3596,90
3597,18
3598,10
3599,11
3600,14
3601,40
3602,1000
3603,1000000000
3604,3
3605,18
3606,10
3607,0
3608,18
3609,17
3610,50
3611,3
3612,100
3613,8
3614,14
3615,7
3616,1
3617,16
3618,18
3619,1000000000
3620,16
3621,80
3622,10
3623,9
3624,12
3625,11
3626,60
3627,15
3628,80
3629,1
3630,11
3631,1
3632,1000000000
3633,60
3634,60
3635,6
3636,40
3637,12
3638,5
3639,30
3640,100
3641,18
3642,50
3643,2
3644,19
3645,6
3646,40
3647,11
3648,60
3649,4
3650,6
3651,2
3652,60
3653,100
3654,17
3655,60
3656,17
3657,20
3658,3
3659,8
3660,20
3661,6
3662,30
3663,16
3664,80
3665,20
3666,50
3667,30
3668,90
3669,1000
3670,14
3671,10
3672,1000000000
3673,18
3674,7
3675,9
3676,2
3677,7
3678,60
3679,40
3680,1000
3681,100
3682,8
3683,7
3684,40
3685,6
3686,1000000000
3687,40
3688,12
3689,16
3690,17
3691,10
3692,70
3693,1000000000
3694,11
3695,18
3696,9
3697,7
3698,3
3699,8
3700,100
3701,13
3702,17
3703,60
3704,18
3705,14
3706,9
3707,50
3708,1000
3709,13
3710,5
3711,30
3712,30
3713,2
3714,3
3715,8
3716,4
3717,19
3718,8
3719,7
3720,2
3721,2
3722,90
3723,7
3724,5
3725,80
3726,70
3727,5
3728,5
3729,14
3730,90
3731,0
3732,8
3733,10
3734,1000000000
3735,13
3736,12
3737,14
3738,8
3739,70
3740,11
3741,30
3742,10
3743,19
3744,100
3745,2
3746,20
3747,18
3748,2
3749,6
3750,7
3751,5
3752,18
3753,19
3754,90
3755,60
3756,12
3757,0
3758,11
3759,80
3760,6
3761,50
3762,16
3763,3
3764,1
3765,7
3766,90
3767,8
3768,17
3769,2
3770,10
3771,13
3772,11
3773,12
3774,70
3775,5
3776,19
3777,7
3778,8
3779,20
3780,40
3781,3
3782,1000000000
3783,100
3784,12
3785,0
3786,10
3787,9
3788,15
3789,80
3790,18
3791,15
3792,6
3793,30
3794,14
3795,1000000000
3796,19
3797,80
3798,2
3799,13
3800,16
3801,70
3802,1
3803,1000000
3804,14
3805,1000
3806,13
3807,9
3808,14
3809,3
3810,5
3811,30
3812,19
3813,18
3814,1
3815,2
3816,5
3817,11
3818,14
3819,4
3820,17
3821,5
3822,10
3823,14
3824,30
3825,0
3826,13
3827,3
3828,0
3829,80
3830,0
3831,60
3832,10
3833,1000000000
3834,90
3835,19
3836,9
3837,1000
3838,3
3839,70
3840,4
3841,16
3842,80
3843,8
3844,2
3845,30
3846,30
3847,18
3848,18
3849,1000000
3850,9
3851,16
3852,50
3853,90
3854,2
3855,90
3856,1
3857,3
3858,30
3859,16
3860,2
3861,4
3862,12
3863,0
3864,8
3865,20
3866,2
3867,2
3868,50
3869,80
3870,4
3871,2
3872,14
3873,9
3874,60
3875,80
3876,1000000
3877,50
3878,10
3879,19
3880,20
3881,40
3882,60
3883,17
3884,20
3885,2
3886,80
3887,15
3888,50
3889,16
3890,1
3891,10
3892,20
3893,0
3894,11
3895,13
3896,9
3897,1000000
3898,20
3899,4
3900,15
3901,3
3902,14
3903,12
3904,17
3905,1000000000
3906,20
3907,2
3908,15
3909,15
3910,90
3911,50
3912,5
3913,14
3914,14
3915,4
3916,7
3917,12
3918,60
3919,1000000000
3920,0
3921,50
3922,19
3923,17
3924,4
3925,6
3926,90
3927,13
3928,14
3929,3
3930,9
3931,1000
3932,100
3933,90
3934,80
3935,80
3936,8
3937,13
3938,50
3939,15
3940,18
3941,18
3942,7
3943,1000000000
3944,2
3945,6
3946,11
3947,0
3948,3
3949,1000
3950,3
3951,5
3952,40
3953,1
3954,6
3955,1000000
3956,2
3957,12
3958,4
3959,6
3960,4
3961,14
3962,11
3963,5
3964,1
3965,1000
3966,40
3967,18
3968,15
3969,20
3970,1
3971,70
3972,40
3973,17
3974,40
3975,40
3976,90
3977,90
3978,80
3979,9
3980,1000
3981,16
3982,19
3983,16
3984,6
3985,18
3986,2
3987,7
3988,16
3989,1000000
3990,0
3991,70
3992,1
3993,20
3994,30
3995,50
3996,11
3997,5
3998,5
3999,60
4000,8
4001,14
4002,19
4003,15
4004,1000000
4005,100
4006,13
4007,14
4008,0
4009,5
4010,4
4011,100
4012,40
4013,11
4014,1000000
4015,1000000000
4016,6
4017,6
4018,12
4019,16
4020,19
4021,60
4022,70
4023,4
4024,15
4025,7
4026,3
4027,7
4028,19
4029,80
4030,1000
4031,11
4032,9
4033,60
4034,2
4035,2
4036,16
4037,18
4038,60
4039,0
4040,100
4041,1000000
4042,13
4043,100
4044,4
4045,15
4046,90
4047,0
4048,0
4049,80
4050,1000
4051,70
4052,50
4053,6
4054,13
4055,1000000000
4056,80
4057,19
4058,16
4059,60
4060,0
4061,7
4062,4
4063,10
4064,70
4065,2
4066,40
4067,50
4068,11
4069,4
4070,0
4071,80
4072,19
4073,7
4074,1000000
4075,6
4076,1000000000
4077,100
4078,2
4079,16
4080,1
4081,14
4082,13
4083,0
4084,13
4085,20
4086,10
4087,1
4088,11
4089,100
4090,1000000
4091,100
4092,10
4093,50
4094,1000000
4095,18
4096,4
4097,30
4098,3
4099,50
4100,15
4101,11
4102,2
4103,100
4104,4
4105,4
4106,1000
4107,6
4108,40
4109,16
4110,6
4111,19
4112,40
4113,1000000000
4114,100
4115,0
4116,0
4117,3
4118,4
4119,20
4120,1
4121,90
4122,6
4123,14
4124,8
4125,17
4126,1
4127,0
4128,20
4129,0
4130,1000
4131,60
4132,20
4133,11
4134,1000000000
4135,20
4136,50
4137,7
4138,18
4139,40
4140,1
4141,11
4142,14
4143,60
4144,19
4145,70
4146,11
4147,60
4148,7
4149,0
4150,14
4151,10
4152,40
4153,4
4154,40
4155,80
4156,17
4157,1000000000
4158,1000
4159,11
4160,1
4161,4
4162,18
4163,6
4164,6
4165,1000000000
4166,16
4167,17
4168,18
4169,5
4170,9
4171,1
4172,5
4173,12
4174,70
4175,1000000000
4176,1000
4177,9
4178,8
4179,16
4180,4
4181,13
4182,19
4183,60
4184,15
4185,100
4186,2
4187,17
4188,100
4189,7
4190,100
4191,1
4192,9
4193,12
4194,20
4195,14
4196,12
4197,10
4198,70
4199,80
4200,80
4201,13
4202,2
4203,40
4204,80
4205,2
4206,70
4207,6
4208,100
4209,10
4210,12
4211,1000000
4212,50
4213,11
4214,18
4215,80
4216,11
4217,70
4218,9
4219,60
4220,17
4221,15
4222,15
4223,13
4224,100
4225,90
4226,70
4227,7
4228,10
4229,19
4230,12
4231,5
4232,12
4233,0
4234,50
4235,1000000000
4236,6
4237,2
4238,90
4239,16
4240,4
4241,2
4242,60
4243,10
4244,60
4245,0
4246,9
4247,7
4248,14
4249,60
4250,100
4251,3
4252,3
4253,20
4254,1
4255,40
4256,13
4257,12
4258,15
4259,1000000
4260,1000
4261,1000000000
4262,0
4263,60
4264,1
4265,60
4266,60
4267,100
4268,5
4269,13
4270,20
4271,5
4272,60
4273,2
4274,6
4275,5
4276,16
4277,19
4278,80
4279,30
4280,60
4281,7
4282,0
4283,5
4284,16
4285,50
4286,1000000
4287,9
4288,30
4289,1000000000
4290,1000000
4291,8
4292,0
4293,1
4294,100
4295,2
4296,7
4297,1000000000
4298,17
4299,4
4300,3
4301,60
4302,5
4303,10
4304,12
4305,50
4306,12
4307,17
4308,5
4309,60
4310,12
4311,10
4312,2
4313,11
4314,18
4315,1000000000
4316,15
4317,18
4318,15
4319,5
4320,19
4321,70
4322,90
4323,3
4324,30
4325,8
4326,1
4327,2
4328,4
4329,2
4330,1000
4331,7
4332,60
4333,10
4334,6
4335,14
4336,18
4337,80
4338,17
4339,40
4340,30
4341,2
4342,16
4343,17
4344,80
4345,50
4346,13
4347,80
4348,60
4349,12
4350,1000000
4351,6
4352,5
4353,30
4354,30
4355,8
4356,19
4357,30
4358,80
4359,3
4360,100
4361,9
4362,60
4363,70
4364,10
4365,1
4366,7
4367,18
4368,20
4369,90
4370,1
4371,20
4372,30
4373,2
4374,50
4375,50
4376,14
4377,8
4378,9
4379,9
4380,6
4381,70
4382,2
4383,9
4384,3
4385,3
4386,11
4387,1000000000
4388,6
4389,12
4390,100
4391,13
4392,7
4393,8
4394,10
4395,18
4396,1
4397,1
4398,13
4399,16
4400,16
4401,16
4402,20
4403,0
4404,1000000000
4405,0
4406,20
4407,11
4408,60
4409,15
4410,30
4411,19
4412,1000000
4413,8
4414,3
4415,1000000
4416,7
4417,10
4418,15
4419,50
4420,18
4421,17
4422,18
4423,14
4424,70
4425,50
4426,0
4427,50
4428,18
4429,11
4430,1
4431,1000000
4432,40
4433,15
4434,0
4435,7
4436,9
4437,2
4438,4
4439,90
4440,2
4441,16
4442,16
4443,12
4444,60
4445,8
4446,6
4447,18
4448,100
4449,19
4450,5
4451,0
4452,12
4453,3
4454,4
4455,1000
4456,70
4457,1000
4458,70
4459,50
4460,80
4461,13
4462,80
4463,0
4464,15
4465,100
4466,12
4467,14
4468,7
4469,19
4470,5
4471,40
4472,13
4473,9
4474,1000000
4475,14
4476,8
4477,5
4478,3
4479,3
4480,70
4481,1
4482,5
4483,2
4484,3
4485,9
4486,13
4487,40
4488,30
4489,100
4490,7
4491,17
4492,6
4493,18
4494,70
4495,16
4496,16
4497,13
4498,12
4499,7
4500,18
4501,80
4502,5
4503,11
4504,17
4505,8
4506,14
4507,16
4508,5
4509,60
4510,4
4511,7
4512,60
4513,90
4514,3
4515,17
4516,18
4517,1000
4518,20
4519,3
4520,14
4521,17
4522,1000
4523,0
4524,6
4525,15
4526,90
4527,9
4528,3
4529,0
4530,8
4531,3
4532,15
4533,4
4534,18
4535,15
4536,12
4537,7
4538,3
4539,18
4540,1000000000
4541,90
4542,2
4543,14
4544,70
4545,11
4546,100
4547,40
4548,40
4549,70
4550,18
4551,7
4552,9
4553,8
4554,15
4555,50
4556,8
4557,15
4558,20
4559,15
4560,12
4561,1000000000
4562,14
4563,13
4564,1000000
4565,17
4566,70
4567,30
4568,11
4569,17
4570,6
4571,80
4572,1000000000
4573,5
4574,1000
4575,1000
4576,70
4577,2
4578,5
4579,80
4580,7
4581,19
4582,1000
4583,8
4584,1000000
4585,30
4586,90
4587,30
4588,100
4589,19
4590,30
4591,3
4592,100
4593,14
4594,2
4595,10
4596,1000000
4597,12
4598,15
4599,4
4600,1000
4601,11
4602,11
4603,15
4604,15
4605,80
4606,5
4607,14
4608,7
4609,9
4610,8
4611,3
4612,10
4613,7
4614,40
4615,60
4616,12
4617,16
4618,100
4619,20
4620,100
4621,14
4622,0
4623,17
4624,16
4625,50
4626,18
4627,40
4628,0
4629,10
4630,14
4631,3
4632,1000000000
4633,0
4634,16
4635,6
4636,40
4637,15
4638,12
4639,9
4640,30
4641,7
4642,60
4643,90
4644,60
4645,80
4646,20
4647,0
4648,10
4649,11
4650,0
4651,12
4652,14
4653,1000000
4654,9
4655,4
4656,8
4657,7
4658,19
4659,17
4660,13
4661,40
4662,1
4663,17
4664,100
4665,20
4666,1000000000
4667,13
4668,30
4669,17
4670,40
4671,14
4672,17
4673,3
4674,50
4675,9
4676,16
4677,13
4678,14
4679,100
4680,10
4681,1000
4682,14
4683,100
4684,60
4685,11
4686,9
4687,30
4688,1000000
4689,80
4690,12
4691,2
4692,20
4693,12
4694,17
4695,5
4696,50
4697,20
4698,4
4699,15
4700,7
4701,15
4702,16
4703,1
4704,12
4705,17
4706,7
4707,6
4708,50
4709,13
4710,6
4711,70
4712,13
4713,70
4714,9
4715,1000
4716,18
4717,40
4718,40
4719,4
4720,3
4721,80
4722,6
4723,2
4724,1
4725,17
4726,9
4727,70
4728,8
4729,70
4730,18
4731,14
4732,12
4733,60
4734,80
4735,19
4736,40
4737,1000000
4738,6
4739,30
4740,19
4741,8
4742,90
4743,20
4744,4
4745,1000
4746,80
4747,15
4748,11
4749,13
4750,40
4751,18
4752,100
4753,9
4754,12
4755,13
4756,14
4757,100
4758,60
4759,14
4760,1
4761,7
4762,17
4763,2
4764,40
4765,60
4766,15
4767,5
4768,18
4769,8
4770,70
4771,30
4772,60
4773,11
4774,10
4775,70
4776,12
4777,1000
4778,10
4779,50
4780,0
4781,10
4782,11
4783,20
4784,30
4785,0
4786,8
4787,0
4788,12
4789,1000000000
4790,4
4791,5
4792,50
4793,17
4794,17
4795,6
4796,1
4797,70
4798,13
4799,30
4800,12
4801,8
4802,15
4803,6
4804,0
4805,1000000000
4806,0
4807,80
4808,2
4809,2
4810,5
4811,70
4812,1000000000
4813,3
4814,1000000000
4815,13
4816,40
4817,9
4818,100
4819,17
4820,7
4821,14
4822,0
4823,100
4824,19
4825,50
4826,7
4827,15
4828,16
4829,19
4830,15
4831,8
4832,1
4833,70
4834,1000
4835,3
4836,9
4837,17
4838,1000
4839,8
4840,6
4841,8
4842,1000
4843,17
4844,4
4845,7
4846,19
4847,0
4848,1000000000
4849,40
4850,5
4851,80
4852,3
4853,30
4854,1000000000
4855,0
4856,70
4857,1000000000
4858,4
4859,13
4860,16
4861,17
4862,19
4863,10
4864,17
4865,2
4866,1
4867,7
4868,9
4869,15
4870,30
4871,50
4872,11
4873,70
4874,7
4875,9
4876,60
4877,12
4878,5
4879,100
4880,13
4881,18
4882,8
4883,8
4884,100
4885,8
4886,9
4887,1000000
4888,8
4889,2
4890,1000000
4891,50
4892,2
4893,1000000000
4894,17
4895,4
4896,3
4897,16
4898,14
4899,7
4900,1000000
4901,1000
4902,1000000000
4903,0
4904,1000000
4905,2
4906,13
4907,18
4908,1000000000
4909,6
4910,14
4911,11
4912,19
4913,9
4914,15
4915,50
4916,100
4917,13
4918,8
4919,17
4920,60
4921,80
4922,1000000
4923,14
4924,17
4925,60
4926,12
4927,17
4928,3
4929,7
4930,4
4931,15
4932,5
4933,11
4934,60
4935,14
4936,80
4937,1000000
4938,13
4939,0
4940,10
4941,90
4942,1000000
4943,1
4944,2
4945,0
4946,4
4947,60
4948,70
4949,1
4950,1000000
4951,60
4952,14
4953,14
4954,20
4955,20
4956,6
4957,12
4958,19
4959,13
4960,3
4961,16
4962,1000000000
4963,40
4964,30
4965,12
4966,0
4967,80
4968,11
4969,100
4970,10
4971,100
4972,3
4973,50
4974,20
4975,4
4976,0
4977,1000000000
4978,15
4979,60
4980,1000000
4981,100
4982,17
4983,60
4984,19
4985,15
4986,13
4987,19
4988,17
4989,4
4990,70
4991,18
4992,2
4993,90
4994,50
4995,3
4996,11
4997,70
4998,13
4999,8
5000,16
5001,8
5002,60
5003,6
5004,17
5005,30
5006,3
5007,6
5008,1000000
5009,20
5010,60
5011,60
5012,6
5013,9
5014,1000
5015,60
5016,12
5017,19
5018,40
5019,12
5020,13
5021,40
5022,1
5023,8
5024,10
5025,19
5026,8
5027,5
5028,4
5029,9
5030,70
5031,2
5032,6
5033,50
5034,15
5035,1000000000
5036,19
5037,70
5038,20
5039,0
5040,3
5041,11
5042,80
5043,9
5044,80
5045,5
5046,20
5047,1000000000
5048,8
5049,20
5050,1000000000
5051,0
5052,3
5053,0
5054,1
5055,13
5056,80
5057,10
5058,60
5059,13
5060,15
5061,9
5062,12
5063,70
5064,70
5065,90
5066,1
5067,13
5068,1000
5069,3
5070,14
5071,50
5072,14
5073,6
5074,8
5075,1000000000
5076,0
5077,40
5078,1000000
5079,8
5080,4
5081,1
5082,80
5083,6
5084,15
5085,80
5086,40
5087,13
5088,40
5089,1000000000
5090,20
5091,80
5092,15
5093,6
5094,60
5095,50
5096,4
5097,13
5098,60
5099,19
5100,5
5101,6
5102,70
5103,60
5104,90
5105,50
5106,16
5107,9
5108,60
5109,30
5110,8
5111,5
5112,7
5113,14
5114,50
5115,5
5116,18
5117,13
5118,80
5119,1000000
5120,12
5121,0
5122,7
5123,5
5124,20
5125,1000000
5126,3
5127,18
5128,50
5129,90
5130,60
5131,5
5132,0
5133,14
5134,18
5135,1000000
5136,7
5137,14
5138,4
5139,6
5140,1000000
5141,1
5142,5
5143,30
5144,8
5145,11
5146,20
5147,1000
5148,7
5149,13
5150,15
5151,30
5152,2
5153,0
5154,16
5155,5
5156,50
5157,14
5158,11
5159,12
5160,9
5161,9
5162,70
5163,70
5164,50
5165,1000000000
5166,40
5167,80
5168,7
5169,40
5170,14
5171,17
5172,50
5173,7
5174,6
5175,5
5176,8
5177,12
5178,3
5179,18
5180,50
5181,50
5182,18
5183,14
5184,8
5185,70
5186,1000
5187,12
5188,1000
5189,8
5190,10
5191,18
5192,80
5193,1000000000
5194,3
5195,70
5196,5
5197,4
5198,9
5199,6
5200,100
5201,14
5202,13
5203,17
5204,9
5205,90
5206,10
5207,1000000
5208,1
5209,1000000000
5210,13
5211,9
5212,6
5213,11
5214,1
5215,100
5216,50
5217,6
5218,12
5219,50
5220,0
5221,8
5222,11
5223,60
5224,70
5225,60
5226,100
5227,13
5228,4
5229,16
5230,17
5231,0
5232,14
5233,100
5234,1
5235,60
5236,13
5237,1000000
5238,80
5239,0
5240,6
5241,7
5242,15
5243,13
5244,60
5245,17
5246,40
5247,12
5248,80
5249,4
5250,8
5251,60
5252,40
5253,13
5254,17
5255,70
5256,6
5257,80
5258,90
5259,19
5260,20
5261,9
5262,100
5263,0
5264,80
5265,17
5266,9
5267,16
5268,5
5269,10
5270,50
5271,13
5272,3
5273,2
5274,2
5275,14
5276,80
5277,5
5278,8
5279,9
5280,1000000
5281,80
5282,90
5283,70
5284,1000000
5285,9
5286,1000000000
5287,40
5288,3
5289,2
5290,30
5291,30
5292,4
5293,2
5294,15
5295,17
5296,13
5297,6
5298,2
5299,1000
5300,11
5301,80
5302,13
5303,7
5304,16
5305,7
5306,3
5307,13
5308,1000000000
5309,3
5310,30
5311,100
5312,40
5313,60
5314,17
5315,0
5316,4
5317,16
5318,1000000
5319,6
5320,80
5321,5
5322,18
5323,1
5324,8
5325,1000000
5326,19
5327,17
5328,18
5329,16
5330,19
5331,4
5332,15
5333,30
5334,15
5335,7
5336,1000
5337,13
5338,2
5339,100
5340,20
5341,1000000000
5342,70
5343,4
5344,14
5345,17
5346,70
5347,7
5348,5
5349,70
5350,1000000
5351,1000
5352,1000000000
5353,8
5354,30
5355,2
5356,11
5357,17
5358,2
5359,15
5360,7
5361,11
5362,18
5363,17
5364,8
5365,90
5366,100
5367,12
5368,13
5369,1000000000
5370,50
5371,1000000
5372,20
5373,30
5374,40
5375,40
5376,3
5377,12
5378,5
5379,1
5380,70
5381,6
5382,9
5383,50
5384,90
5385,100
5386,13
5387,5
5388,6
5389,50
5390,14
5391,12
5392,14
5393,15
5394,4
5395,1000000000
5396,4
5397,0
5398,1
5399,1000000000
5400,80
5401,1000000
5402,20
5403,17
5404,19
5405,3
5406,70
5407,70
5408,70
5409,13
5410,17
5411,19
5412,12
5413,14
5414,17
5415,14
5416,30
5417,17
5418,0
5419,80
5420,60
5421,40
5422,5
5423,14
5424,30
5425,11
5426,40
5427,60
5428,40
5429,70
5430,7
5431,19
5432,1000000
5433,14
5434,3
5435,2
5436,14
5437,1000000
5438,6
5439,3
5440,20
5441,11
5442,9
5443,9
5444,40
5445,5
5446,7
5447,12
5448,1000000
5449,80
5450,8
5451,15
5452,18
5453,100
5454,16
5455,8
5456,6
5457,0
5458,20
5459,14
5460,60
5461,1000
5462,60
5463,12
5464,12
5465,1000000
5466,11
5467,40
5468,18
5469,80
5470,11
5471,5
5472,15
5473,17
5474,15
5475,18
5476,60
5477,1000000
5478,4
5479,1000000000
5480,7
5481,18
5482,7
5483,20
5484,1000000000
5485,7
5486,1000000
5487,40
5488,16
5489,1000
5490,100
5491,0
5492,14
5493,10
5494,3
5495,5
5496,1000000
5497,50
5498,5
5499,17
5500,80
5501,20
5502,7
5503,11
5504,13
5505,8
5506,6
5507,30
5508,1000000
5509,9
5510,12
5511,50
5512,12
5513,2
5514,7
5515,10
5516,7
5517,16
5518,17
5519,1000000000
5520,1000000000
5521,2
5522,40
5523,18
5524,1
5525,15
5526,40
5527,14
5528,15
5529,16
5530,60
5531,1000000
5532,11
5533,0
5534,19
5535,6
5536,80
5537,0
5538,30
5539,80
5540,2
5541,0
5542,1000000000
5543,18
5544,12
5545,15
5546,14
5547,100
5548,15
5549,12
5550,90
5551,11
5552,60
5553,20
5554,11
5555,1
5556,70
5557,17
5558,6
5559,1
5560,9
5561,9
5562,15
5563,50
5564,13
5565,19
5566,9
5567,17
5568,0
5569,16
5570,2
5571,100
5572,17
5573,0
5574,14
5575,3
5576,70
5577,5
5578,17
5579,60
5580,9
5581,9
5582,17
5583,50
5584,1
5585,17
5586,1000000000
5587,60
5588,3
5589,4
5590,10
5591,2
5592,17
